ddate,returnid,shipmentid,transactionid
5/3/2014,22015,,
8/10/2015,22644,,
3/29/2016,22949,,
11/11/2016,22996,,
1/15/2015,22559,,
5/14/2014,22757,,
5/11/2014,22166,,
2/13/2015,22423,,
9/10/2015,22909,,
3/17/2016,22036,,
5/12/2016,22742,,
2/22/2017,22030,,
6/1/2015,22261,,
9/26/2014,22977,,
10/27/2016,22084,,
1/8/2015,22741,,
11/13/2016,22375,,
9/6/2016,22835,,
3/5/2017,22361,,
5/4/2014,22997,,
2/5/2015,22501,,
7/29/2016,22645,,
3/19/2016,22311,,
3/16/2016,22621,,
11/7/2016,22558,,
3/4/2016,22866,,
2/1/2016,22381,,
6/30/2014,22678,,
4/11/2014,22347,,
6/19/2016,22151,,
9/15/2016,22527,,
3/28/2015,22699,,
9/23/2016,22968,,
7/6/2016,22360,,
11/4/2015,22080,,
5/20/2015,22373,,
5/29/2015,22774,,
11/10/2015,22040,,
8/29/2016,22297,,
2/22/2015,22895,,
1/5/2017,22491,,
3/4/2017,22887,,
5/29/2015,22573,,
11/17/2015,22363,,
7/11/2016,22129,,
3/17/2017,22226,,
3/28/2017,22113,,
3/18/2016,22333,,
2/22/2017,22593,,
6/17/2015,22028,,
4/22/2014,22538,,
10/1/2014,22627,,
12/14/2014,22697,,
11/27/2015,22588,,
12/17/2016,22997,,
2/20/2015,22143,,
6/12/2014,22339,,
4/5/2015,22562,,
4/16/2014,22444,,
9/24/2016,22396,,
9/11/2014,22544,,
8/28/2014,22334,,
3/17/2017,22508,,
7/5/2014,22174,,
9/10/2014,22058,,
2/2/2015,22380,,
7/13/2015,22103,,
7/5/2016,22975,,
9/16/2015,22125,,
4/10/2015,22448,,
8/23/2016,22963,,
7/1/2015,22369,,
7/3/2016,22770,,
2/17/2017,22194,,
3/24/2016,22580,,
6/30/2014,22987,,
5/24/2016,22570,,
7/2/2014,22238,,
10/21/2015,22478,,
1/17/2015,22087,,
3/22/2016,22669,,
12/17/2016,22820,,
11/24/2015,22095,,
11/29/2015,22704,,
4/10/2014,22535,,
12/8/2016,22342,,
11/9/2015,22127,,
9/22/2016,22891,,
5/29/2014,22153,,
12/12/2014,22745,,
12/31/2015,22168,,
1/20/2017,22592,,
9/21/2016,22918,,
9/30/2016,22740,,
9/30/2015,22056,,
3/11/2017,22473,,
3/3/2017,22852,,
4/22/2016,22741,,
4/8/2014,22749,,
5/29/2014,22414,,
10/15/2015,22041,,
7/2/2016,22719,,
1/3/2017,22250,,
6/2/2015,22669,,
2/17/2016,22032,,
10/26/2014,22138,,
4/5/2014,22536,,
10/4/2014,22174,,
2/12/2016,22093,,
8/13/2015,22771,,
3/22/2017,22346,,
11/30/2015,22335,,
8/21/2016,22980,,
11/8/2016,22060,,
3/19/2016,22338,,
8/31/2014,22525,,
3/14/2016,22375,,
5/31/2014,22449,,
2/19/2015,22163,,
12/22/2015,22831,,
11/14/2016,22511,,
6/27/2014,22430,,
1/18/2017,22096,,
5/22/2015,22295,,
12/17/2014,22733,,
11/15/2016,22659,,
1/18/2015,22608,,
2/20/2015,22426,,
1/4/2015,22827,,
12/21/2016,22223,,
1/23/2016,22885,,
6/18/2015,22745,,
11/16/2015,22216,,
3/23/2015,22922,,
1/21/2016,22358,,
10/1/2016,22368,,
9/7/2016,22760,,
2/20/2016,22614,,
1/19/2016,22321,,
2/10/2017,22940,,
6/30/2016,22533,,
6/10/2015,22791,,
3/25/2015,22197,,
9/26/2016,22628,,
5/20/2015,22034,,
2/26/2017,22340,,
9/24/2014,22329,,
11/9/2014,22518,,
3/14/2015,22544,,
2/8/2015,22717,,
2/5/2016,22140,,
2/20/2016,22600,,
11/24/2016,22664,,
8/25/2016,22749,,
1/11/2015,22030,,
10/25/2015,22751,,
12/19/2014,22963,,
10/7/2015,22956,,
11/2/2014,22716,,
5/7/2014,22277,,
7/15/2016,22886,,
8/9/2014,22352,,
11/13/2016,22244,,
10/15/2014,22881,,
9/21/2014,22537,,
6/15/2015,22204,,
9/7/2016,22484,,
9/28/2016,22383,,
11/30/2015,22226,,
12/1/2014,22845,,
3/18/2017,22643,,
2/1/2017,22025,,
3/20/2015,22275,,
10/21/2015,22053,,
8/17/2016,22108,,
8/28/2016,22907,,
3/7/2016,22051,,
10/12/2014,22890,,
11/11/2016,22236,,
3/30/2015,22784,,
2/9/2016,22813,,
1/14/2016,22411,,
12/14/2014,22336,,
7/5/2016,22931,,
2/24/2016,22340,,
10/17/2016,22260,,
8/16/2016,22534,,
10/9/2015,22496,,
3/7/2016,22092,,
4/18/2015,22901,,
9/29/2014,22197,,
3/11/2015,22549,,
8/13/2014,22748,,
11/14/2016,22424,,
9/29/2016,22750,,
4/18/2016,22271,,
12/4/2014,22243,,
8/1/2016,22629,,
8/13/2015,22997,,
3/14/2016,22911,,
9/5/2016,22027,,
11/13/2016,22601,,
9/16/2015,22130,,
4/26/2016,22131,,
12/4/2016,22302,,
8/27/2014,22927,,
4/3/2017,22356,,
5/27/2016,22523,,
3/26/2016,22517,,
1/29/2015,22188,,
11/28/2015,22305,,
12/24/2016,22228,,
4/12/2015,22097,,
4/21/2014,22240,,
10/8/2015,22679,,
12/27/2015,22933,,
4/11/2015,22809,,
2/8/2017,22267,,
8/31/2014,22046,,
1/13/2016,22768,,
8/15/2016,22602,,
4/25/2014,22389,,
3/25/2017,22385,,
2/28/2017,22570,,
7/19/2016,22719,,
4/28/2014,22670,,
1/27/2015,22110,,
2/13/2016,22354,,
6/9/2014,22095,,
9/28/2015,22805,,
4/5/2016,22552,,
3/4/2017,22611,,
7/20/2015,22542,,
11/29/2015,22627,,
3/3/2015,22716,,
10/1/2015,22427,,
3/5/2015,22111,,
4/27/2016,22602,,
8/12/2014,22886,,
10/15/2014,22189,,
7/26/2016,22020,,
2/20/2017,22040,,
1/30/2015,22208,,
9/9/2014,22932,,
6/4/2015,22858,,
11/30/2015,22484,,
10/13/2015,22938,,
1/2/2017,22982,,
6/17/2016,22598,,
1/31/2015,22931,,
8/7/2016,22214,,
10/9/2015,22802,,
7/1/2016,22150,,
11/30/2014,22587,,
4/29/2014,22566,,
5/13/2016,22410,,
8/18/2016,22418,,
7/20/2014,22872,,
5/29/2014,22941,,
5/20/2016,22381,,
5/13/2014,22765,,
12/28/2015,22536,,
3/22/2015,22383,,
6/7/2014,22191,,
2/24/2017,22649,,
1/24/2016,22385,,
11/14/2014,22909,,
12/22/2015,22133,,
1/7/2017,22118,,
12/4/2015,22482,,
7/30/2014,22998,,
11/1/2014,22840,,
10/30/2016,22451,,
9/12/2016,22894,,
5/23/2014,22419,,
2/27/2016,22748,,
8/9/2014,22988,,
2/2/2015,22879,,
11/15/2015,22659,,
4/18/2014,22068,,
9/25/2014,22388,,
12/30/2014,22347,,
11/5/2014,22085,,
11/5/2015,22775,,
1/1/2017,22086,,
4/4/2016,22691,,
4/5/2014,22538,,
7/30/2015,22611,,
5/17/2016,22756,,
12/24/2016,22369,,
9/13/2015,22101,,
6/25/2016,22243,,
1/21/2015,22369,,
5/9/2014,22428,,
7/31/2016,22186,,
1/22/2015,22540,,
9/3/2015,22410,,
3/7/2016,22791,,
10/24/2016,22414,,
9/27/2016,22389,,
4/22/2015,22362,,
11/24/2015,22142,,
10/29/2015,22808,,
10/19/2014,22601,,
3/21/2016,22784,,
12/22/2015,22747,,
2/3/2015,22916,,
12/4/2015,22742,,
11/2/2014,22083,,
4/1/2015,22108,,
3/25/2015,22241,,
12/11/2016,22222,,
5/23/2014,22115,,
11/21/2016,22757,,
5/27/2016,22826,,
11/14/2014,22197,,
4/6/2014,22706,,
7/27/2016,22219,,
11/6/2014,22023,,
6/29/2015,22452,,
12/2/2015,22663,,
1/5/2017,22122,,
12/26/2015,22064,,
9/3/2014,22540,,
9/24/2014,22425,,
4/3/2016,22589,,
1/20/2017,22092,,
12/11/2014,22912,,
11/21/2014,22745,,
6/1/2016,22417,,
9/25/2016,22098,,
5/27/2015,22888,,
7/6/2015,22991,,
11/2/2015,22850,,
9/15/2015,22651,,
5/16/2016,22213,,
7/2/2016,22386,,
7/11/2014,22512,,
6/14/2014,22301,,
10/1/2014,22523,,
10/22/2015,22445,,
6/16/2015,22609,,
6/6/2015,22853,,
2/3/2015,22104,,
3/25/2016,22751,,
12/8/2016,22702,,
10/15/2014,22153,,
3/20/2017,22050,,
1/12/2016,22047,,
11/12/2016,22155,,
2/27/2016,22460,,
10/17/2014,22638,,
12/9/2014,22471,,
11/20/2016,22624,,
5/27/2014,22414,,
9/25/2015,22044,,
6/8/2014,22782,,
10/27/2014,22407,,
5/7/2016,22701,,
7/6/2016,22954,,
1/4/2016,22653,,
8/12/2014,22801,,
5/20/2015,22297,,
8/26/2016,22079,,
2/6/2015,22230,,
8/1/2014,22614,,
4/11/2016,22915,,
3/6/2017,22311,,
6/3/2015,22540,,
11/3/2016,22527,,
1/14/2016,22677,,
10/16/2016,22368,,
5/28/2014,22878,,
5/7/2016,22393,,
2/6/2015,22596,,
6/30/2014,22781,,
4/10/2015,22068,,
7/2/2014,22733,,
11/27/2015,22261,,
10/15/2016,22046,,
2/25/2015,22179,,
3/26/2017,22045,,
11/6/2016,22466,,
11/5/2016,22050,,
7/7/2016,22647,,
2/11/2017,22772,,
1/15/2015,22951,,
5/4/2015,22297,,
12/12/2014,22019,,
3/22/2015,22724,,
6/17/2015,22292,,
8/18/2015,22367,,
3/29/2015,22611,,
10/30/2015,22110,,
12/12/2014,22744,,
4/4/2016,22970,,
8/23/2015,22802,,
9/10/2015,22234,,
11/5/2014,22226,,
10/24/2015,22539,,
2/13/2017,22070,,
8/13/2015,22484,,
12/24/2015,22117,,
4/1/2015,22441,,
5/6/2015,22312,,
11/13/2015,22149,,
2/27/2015,22413,,
8/18/2014,22245,,
6/8/2016,22084,,
5/10/2015,22509,,
8/30/2015,22817,,
3/17/2017,22080,,
5/22/2015,22934,,
2/14/2015,22402,,
5/1/2015,22737,,
10/6/2016,22206,,
11/13/2015,22639,,
3/20/2016,22679,,
6/19/2016,22158,,
2/14/2016,22741,,
5/11/2015,22079,,
10/11/2016,22595,,
2/5/2015,22513,,
10/8/2014,22055,,
2/26/2017,22343,,
12/1/2016,22751,,
3/7/2017,22742,,
10/13/2015,22707,,
12/12/2014,22882,,
8/12/2016,22840,,
12/18/2016,22846,,
8/28/2015,22278,,
8/8/2014,22755,,
8/11/2015,22574,,
5/27/2015,22362,,
11/8/2016,22384,,
2/8/2017,22063,,
2/14/2015,22259,,
4/29/2014,22829,,
12/1/2016,22484,,
12/29/2015,22195,,
3/29/2015,22049,,
6/2/2016,22135,,
7/8/2015,22056,,
12/2/2015,22004,,
5/26/2014,22156,,
11/25/2014,22395,,
2/3/2017,22926,,
12/1/2016,22329,,
1/8/2016,22639,,
3/15/2016,22224,,
6/24/2014,22687,,
2/7/2016,22884,,
7/26/2016,22613,,
11/25/2015,22796,,
11/1/2015,22041,,
10/12/2014,22733,,
1/13/2016,22679,,
1/27/2015,22620,,
3/16/2015,22689,,
2/18/2015,22353,,
8/22/2014,22705,,
3/25/2016,22429,,
8/2/2016,22878,,
12/19/2014,22963,,
4/22/2016,22432,,
3/9/2016,22653,,
6/26/2015,22357,,
2/29/2016,22678,,
6/28/2016,22648,,
8/3/2015,22486,,
6/26/2015,22430,,
4/21/2015,22877,,
9/13/2016,22141,,
4/4/2015,22312,,
12/25/2015,22606,,
4/28/2014,22910,,
11/19/2015,23387,,
12/24/2016,23777,,
1/30/2017,23063,,
6/27/2016,23971,,
2/20/2015,23360,,
2/24/2015,23886,,
2/20/2017,23943,,
4/21/2014,23038,,
9/26/2016,23508,,
7/13/2015,23803,,
6/12/2016,23092,,
9/26/2014,23451,,
6/22/2014,23281,,
3/15/2017,23167,,
12/22/2014,23471,,
9/19/2014,23622,,
3/14/2015,23837,,
3/9/2015,23184,,
9/26/2014,23585,,
1/30/2017,23054,,
6/9/2015,23484,,
6/17/2015,23846,,
7/7/2015,23013,,
10/27/2016,23697,,
3/25/2015,23022,,
1/25/2017,23628,,
11/26/2014,23839,,
12/6/2014,23076,,
6/13/2016,23747,,
11/5/2014,23662,,
8/6/2014,23113,,
6/4/2016,23980,,
1/18/2015,23787,,
12/19/2016,23611,,
12/15/2015,23703,,
5/20/2016,23925,,
8/28/2015,23226,,
10/25/2015,23002,,
2/1/2015,23610,,
12/27/2014,23276,,
2/16/2016,23879,,
4/26/2015,23435,,
1/23/2017,23199,,
3/31/2017,23525,,
3/19/2015,23238,,
1/4/2015,23230,,
1/16/2017,23615,,
4/30/2015,23572,,
12/5/2015,23178,,
9/3/2016,23620,,
2/6/2017,23635,,
2/27/2017,23955,,
1/25/2015,23776,,
10/9/2014,23707,,
6/25/2014,23044,,
3/23/2017,23544,,
8/23/2014,23734,,
1/15/2015,23097,,
1/9/2017,23248,,
1/7/2017,23900,,
8/31/2014,23400,,
2/14/2017,23890,,
5/4/2014,23986,,
7/30/2015,23595,,
11/29/2015,23397,,
4/4/2016,23421,,
10/28/2015,23942,,
3/22/2016,23129,,
3/6/2015,23513,,
11/19/2015,23211,,
10/10/2016,23224,,
12/16/2016,23706,,
7/9/2016,23574,,
3/24/2015,23230,,
6/25/2016,23935,,
12/13/2014,23610,,
9/7/2015,23751,,
6/6/2016,23139,,
2/19/2017,23141,,
9/17/2015,23732,,
7/13/2014,23460,,
8/4/2015,23125,,
8/1/2016,23105,,
11/7/2015,23886,,
3/19/2017,23679,,
10/15/2014,23053,,
11/25/2015,23011,,
5/5/2016,23858,,
1/19/2015,23793,,
9/18/2016,23320,,
4/14/2015,23404,,
2/18/2017,23751,,
7/6/2015,23002,,
12/29/2014,23748,,
9/11/2016,23681,,
3/28/2017,23704,,
9/27/2014,23433,,
9/25/2014,23354,,
1/26/2016,23099,,
7/19/2016,23918,,
4/11/2015,23332,,
8/24/2016,23706,,
7/6/2015,23402,,
3/11/2016,23909,,
4/28/2016,23486,,
2/3/2017,23753,,
12/24/2014,23783,,
7/30/2016,23306,,
6/21/2015,23451,,
2/13/2015,23455,,
5/2/2014,23618,,
6/10/2015,23636,,
1/12/2016,23202,,
3/6/2016,23676,,
9/17/2014,23834,,
8/3/2015,23858,,
3/31/2017,23760,,
4/30/2014,23908,,
10/16/2014,23887,,
4/21/2016,23454,,
10/6/2016,23617,,
4/21/2016,23310,,
3/6/2017,23705,,
12/28/2016,23478,,
5/28/2015,23274,,
7/8/2014,23577,,
10/6/2015,23229,,
3/16/2016,23513,,
6/13/2016,23363,,
7/13/2016,23934,,
2/24/2015,23139,,
9/20/2014,23082,,
7/17/2015,23786,,
6/12/2015,23105,,
6/7/2014,23129,,
8/13/2014,23075,,
1/5/2016,23489,,
11/7/2016,23706,,
4/6/2016,23647,,
2/18/2016,23483,,
2/8/2017,23182,,
12/13/2016,23985,,
5/14/2016,23445,,
8/16/2014,23977,,
9/20/2014,23386,,
1/7/2016,23794,,
7/11/2015,23031,,
11/6/2014,23709,,
11/21/2016,23699,,
10/22/2014,23564,,
8/4/2014,23682,,
6/15/2014,23820,,
4/12/2015,23349,,
7/22/2016,23770,,
3/8/2017,23830,,
2/3/2015,23565,,
1/23/2015,23378,,
3/30/2017,23265,,
4/29/2015,23317,,
6/8/2014,23186,,
10/12/2014,23189,,
1/26/2015,23140,,
7/13/2016,23576,,
1/18/2017,23397,,
3/9/2015,23841,,
3/25/2017,23002,,
1/12/2015,23044,,
8/18/2014,23071,,
11/15/2015,23435,,
6/8/2014,23222,,
5/9/2016,23390,,
3/14/2016,23292,,
6/15/2015,23163,,
8/22/2015,23609,,
1/12/2015,23544,,
3/1/2017,23407,,
2/16/2015,23349,,
3/15/2016,23126,,
11/7/2015,23034,,
2/26/2015,23279,,
4/24/2016,23967,,
1/2/2017,23390,,
3/18/2016,23863,,
11/23/2015,23484,,
5/24/2016,23703,,
7/24/2015,23910,,
1/26/2017,23825,,
7/18/2016,23310,,
1/10/2017,23683,,
8/18/2014,23002,,
9/11/2014,23770,,
8/11/2016,23053,,
5/2/2014,23776,,
7/12/2016,23843,,
10/13/2015,23104,,
1/12/2017,23908,,
12/14/2015,23563,,
1/4/2017,23350,,
10/4/2016,23650,,
8/12/2015,23365,,
8/17/2016,23020,,
9/7/2016,23325,,
10/28/2015,23304,,
2/28/2016,23510,,
1/7/2015,23285,,
10/2/2016,23408,,
4/12/2015,23011,,
2/23/2016,23543,,
7/16/2015,23002,,
2/2/2017,23521,,
6/27/2015,23775,,
4/5/2014,23423,,
11/19/2016,23099,,
9/28/2015,23763,,
12/25/2015,23877,,
11/13/2016,23715,,
9/21/2016,23528,,
7/2/2014,23067,,
7/30/2014,23196,,
10/19/2016,23978,,
8/25/2014,23669,,
8/17/2016,23785,,
6/8/2015,23599,,
8/13/2015,23223,,
2/17/2015,23384,,
11/20/2014,23859,,
9/23/2014,23748,,
4/6/2014,23711,,
4/29/2015,23807,,
3/17/2015,23689,,
4/14/2016,23471,,
1/20/2016,23499,,
9/23/2015,23870,,
7/29/2016,23336,,
5/28/2015,23431,,
10/28/2015,23142,,
8/30/2014,23386,,
5/29/2015,23620,,
8/3/2014,23828,,
9/12/2015,23801,,
1/31/2016,23202,,
4/11/2015,23386,,
8/23/2015,23136,,
3/9/2017,23476,,
12/25/2014,23372,,
10/19/2014,23821,,
12/7/2016,23068,,
10/17/2016,23103,,
6/9/2016,23872,,
6/22/2015,23252,,
2/28/2016,23681,,
7/16/2015,23285,,
12/25/2015,23923,,
5/3/2015,23879,,
5/8/2014,23959,,
11/8/2014,23166,,
12/25/2015,23029,,
9/7/2016,23819,,
10/29/2014,23997,,
4/6/2016,23318,,
6/19/2014,23044,,
7/23/2015,23518,,
1/5/2017,23159,,
1/23/2016,23287,,
3/25/2017,23843,,
11/26/2015,23250,,
2/14/2016,23418,,
12/1/2015,23906,,
8/4/2016,23779,,
7/11/2016,23291,,
6/23/2016,23082,,
6/17/2015,23809,,
4/13/2016,23450,,
9/19/2014,23576,,
2/28/2015,23565,,
11/10/2015,23849,,
4/14/2014,23128,,
9/26/2014,23266,,
2/8/2015,23021,,
10/17/2016,23917,,
7/19/2016,23017,,
6/8/2016,23292,,
7/18/2014,23910,,
3/29/2015,23041,,
9/13/2014,23995,,
6/21/2015,23124,,
11/24/2016,23135,,
2/3/2016,23909,,
3/5/2015,23107,,
2/10/2016,23641,,
8/21/2015,23770,,
10/30/2014,23325,,
2/22/2017,23021,,
5/16/2014,23606,,
7/29/2015,23893,,
12/7/2016,23345,,
6/17/2014,23079,,
1/5/2017,23614,,
3/9/2016,23431,,
10/27/2016,23034,,
1/12/2017,23551,,
5/24/2015,23561,,
12/30/2015,23597,,
8/29/2015,23137,,
1/2/2015,23020,,
11/10/2015,23529,,
4/3/2016,23917,,
5/21/2015,23957,,
12/1/2015,23976,,
12/8/2014,23870,,
6/25/2015,23683,,
12/5/2015,23552,,
8/15/2016,23347,,
4/25/2014,23984,,
4/11/2014,23585,,
4/16/2014,23610,,
5/11/2014,23579,,
6/27/2014,23875,,
7/22/2015,23698,,
3/19/2016,23451,,
9/23/2016,23724,,
5/29/2014,23321,,
10/27/2015,23999,,
8/10/2016,23608,,
4/12/2015,23321,,
10/30/2015,23449,,
6/3/2016,23434,,
8/3/2014,23769,,
5/23/2015,23122,,
3/12/2017,23731,,
10/19/2014,23653,,
12/24/2014,23540,,
2/14/2017,23339,,
10/24/2015,23217,,
7/8/2016,23502,,
2/20/2017,23383,,
9/19/2015,23182,,
12/20/2014,23606,,
5/23/2015,23584,,
3/25/2017,23359,,
10/14/2016,23196,,
7/8/2015,23366,,
3/15/2017,23978,,
7/17/2015,23025,,
2/4/2015,23493,,
3/25/2017,23599,,
8/17/2014,23656,,
3/26/2016,23512,,
3/16/2017,23079,,
1/29/2016,23307,,
11/14/2015,23411,,
2/15/2017,23089,,
7/27/2015,23450,,
12/23/2014,23139,,
7/18/2015,23472,,
5/14/2015,23420,,
2/14/2017,23454,,
11/20/2015,23109,,
4/23/2016,23854,,
12/7/2016,23876,,
11/2/2016,23539,,
11/23/2016,23013,,
5/1/2016,23952,,
6/7/2016,23732,,
3/10/2016,23703,,
4/12/2016,23946,,
12/31/2015,23853,,
10/26/2016,23980,,
11/25/2016,23653,,
12/23/2014,23354,,
12/17/2014,23646,,
10/25/2015,23319,,
8/24/2014,23957,,
6/7/2014,23156,,
12/31/2015,23846,,
2/26/2015,23199,,
8/30/2015,23627,,
7/11/2015,23780,,
9/5/2016,23219,,
1/29/2015,23595,,
10/8/2015,23136,,
12/3/2014,23464,,
6/22/2014,23062,,
1/18/2015,23433,,
12/4/2014,23038,,
5/9/2015,23147,,
10/2/2015,23333,,
9/6/2015,23526,,
9/11/2015,23062,,
2/21/2016,23626,,
4/11/2014,23253,,
11/22/2015,23321,,
3/8/2017,23224,,
11/30/2015,23632,,
12/29/2014,23362,,
1/2/2015,23541,,
2/11/2015,23738,,
5/16/2016,23204,,
2/20/2016,23609,,
6/10/2014,23578,,
1/21/2016,23321,,
2/3/2017,23400,,
12/20/2014,23349,,
7/17/2014,23409,,
8/30/2014,23527,,
4/25/2015,23688,,
1/6/2015,23504,,
8/22/2015,23319,,
7/12/2016,23895,,
4/19/2015,23930,,
12/23/2016,23959,,
10/5/2015,23076,,
8/23/2015,23214,,
1/15/2015,23334,,
2/17/2017,23814,,
10/23/2016,23625,,
10/28/2016,23865,,
12/12/2015,23944,,
7/30/2014,23431,,
4/11/2015,23333,,
4/9/2014,23142,,
12/22/2015,23621,,
12/13/2016,23416,,
1/28/2016,23192,,
5/1/2015,23985,,
4/13/2014,23875,,
2/3/2016,23640,,
5/24/2016,23436,,
2/5/2016,23233,,
11/16/2016,23315,,
7/31/2014,23717,,
3/31/2015,23252,,
5/20/2015,23359,,
2/12/2016,23513,,
1/1/2017,23140,,
3/29/2015,23425,,
4/29/2014,23571,,
11/20/2015,23401,,
1/21/2015,23176,,
5/24/2016,23331,,
2/1/2017,23791,,
5/29/2016,23187,,
6/23/2016,23618,,
4/18/2016,23478,,
2/14/2015,23511,,
4/14/2016,23695,,
4/22/2014,23354,,
4/25/2016,23061,,
10/2/2014,23280,,
5/28/2015,23362,,
12/12/2015,23617,,
4/26/2016,23252,,
10/20/2014,23331,,
9/26/2016,23447,,
4/2/2017,23817,,
4/20/2016,23392,,
3/13/2017,23237,,
4/5/2016,23984,,
8/2/2014,23962,,
11/29/2016,23040,,
11/29/2015,23908,,
2/18/2017,23180,,
11/12/2016,23345,,
7/5/2014,23600,,
11/8/2016,23968,,
5/30/2015,23521,,
9/4/2016,23469,,
8/9/2014,23107,,
9/1/2015,23532,,
4/24/2016,23510,,
3/22/2016,23877,,
5/17/2016,23056,,
9/11/2015,23971,,
1/3/2015,23807,,
3/14/2015,23086,,
5/8/2015,23098,,
9/30/2016,23678,,
11/27/2016,23547,,
2/8/2017,23873,,
6/10/2016,23206,,
7/18/2014,23472,,
9/24/2016,23603,,
11/27/2015,23263,,
2/22/2015,23085,,
6/6/2016,23953,,
11/9/2014,23198,,
3/11/2016,23381,,
3/19/2016,23885,,
6/24/2014,23541,,
5/27/2015,23692,,
7/6/2014,23410,,
10/10/2016,23716,,
7/1/2014,23643,,
10/13/2016,23442,,
1/29/2015,23982,,
5/27/2014,23321,,
6/30/2014,23951,,
8/27/2015,23096,,
11/28/2014,23054,,
7/8/2014,23074,,
6/4/2014,23361,,
7/20/2014,23012,,
9/11/2016,23746,,
5/11/2016,23713,,
4/4/2016,23630,,
6/19/2015,23272,,
7/22/2016,23911,,
2/4/2016,23940,,
7/11/2015,23984,,
5/23/2015,23317,,
10/27/2016,23081,,
10/4/2015,23986,,
11/27/2016,23279,,
2/15/2016,23822,,
4/20/2016,23166,,
2/2/2017,23668,,
2/2/2017,23522,,
11/13/2016,23442,,
5/26/2015,23657,,
10/28/2015,23192,,
1/18/2015,23224,,
10/30/2016,23610,,
11/26/2016,23950,,
9/12/2015,23934,,
5/6/2015,23066,,
10/5/2016,23809,,
11/12/2015,23629,,
6/19/2014,23601,,
11/25/2016,23304,,
2/9/2015,23168,,
6/16/2014,23198,,
7/30/2014,23677,,
3/5/2017,23495,,
10/9/2014,23683,,
2/18/2015,23782,,
6/30/2015,23131,,
3/15/2015,23736,,
10/13/2015,23524,,
7/12/2015,23624,,
3/31/2017,23294,,
12/2/2015,23342,,
6/8/2014,23571,,
6/19/2015,23431,,
5/24/2014,23334,,
9/25/2014,23993,,
7/10/2016,23537,,
9/29/2014,23070,,
3/29/2017,23850,,
4/3/2016,23365,,
11/24/2015,23793,,
4/5/2014,23431,,
8/30/2015,23010,,
5/15/2014,23559,,
6/4/2015,23220,,
12/5/2015,23991,,
1/20/2015,23678,,
1/16/2017,23387,,
4/25/2015,23373,,
11/21/2016,23649,,
5/19/2015,23176,,
11/20/2016,23123,,
6/5/2014,23925,,
7/2/2016,23161,,
7/15/2016,23643,,
2/2/2016,23082,,
3/15/2017,23638,,
6/28/2016,23402,,
6/17/2014,23526,,
8/7/2014,23075,,
2/13/2016,23649,,
2/25/2016,23040,,
7/1/2016,23651,,
5/12/2016,23746,,
11/12/2016,23720,,
3/30/2017,23637,,
6/21/2015,23253,,
10/20/2015,23632,,
2/3/2017,23153,,
3/27/2016,23479,,
8/22/2016,23941,,
9/16/2014,23676,,
9/10/2014,23186,,
11/22/2015,23852,,
8/1/2015,23730,,
11/1/2014,23527,,
11/12/2014,23190,,
7/22/2015,23751,,
11/20/2014,23741,,
3/21/2016,23719,,
5/7/2015,23328,,
1/15/2015,23010,,
9/25/2014,23581,,
5/7/2015,23321,,
3/24/2016,23991,,
4/1/2015,23895,,
7/24/2016,23219,,
10/30/2016,23855,,
9/19/2014,23453,,
11/30/2015,23266,,
5/1/2016,23596,,
2/27/2015,23672,,
8/3/2015,23071,,
9/22/2016,23610,,
8/4/2014,23009,,
7/20/2016,23482,,
3/28/2015,23974,,
5/27/2014,23024,,
4/6/2015,23467,,
7/30/2015,23349,,
6/14/2015,23816,,
2/13/2015,23892,,
10/16/2015,23718,,
1/2/2015,23995,,
6/24/2015,23501,,
2/17/2016,23534,,
9/16/2016,23248,,
6/27/2016,23373,,
6/27/2015,23161,,
10/28/2014,23863,,
8/5/2014,23251,,
9/15/2016,23385,,
5/15/2015,23223,,
12/14/2014,23409,,
10/31/2016,23315,,
1/13/2016,23348,,
1/28/2016,23005,,
2/8/2017,23494,,
6/21/2014,23694,,
10/20/2015,23649,,
5/24/2014,23231,,
4/11/2014,23157,,
3/30/2015,23885,,
5/26/2014,23206,,
12/4/2014,23914,,
5/22/2015,23359,,
2/15/2017,23606,,
9/4/2015,23628,,
3/3/2015,23620,,
5/11/2015,23262,,
9/22/2014,23203,,
4/13/2014,23071,,
10/24/2016,23465,,
8/14/2015,23111,,
6/13/2015,23942,,
12/31/2015,23001,,
5/21/2016,23171,,
1/9/2016,23240,,
2/1/2015,23208,,
1/17/2017,23855,,
12/9/2015,23283,,
4/6/2015,23439,,
3/16/2016,23259,,
5/5/2016,23993,,
6/2/2016,23319,,
7/7/2015,23219,,
10/4/2015,23918,,
9/5/2014,23132,,
8/1/2014,23872,,
3/10/2015,23901,,
10/12/2014,23915,,
12/17/2014,23466,,
1/11/2017,23995,,
7/30/2016,23352,,
1/13/2017,23290,,
12/11/2016,23627,,
1/18/2016,23304,,
2/6/2015,23047,,
4/2/2016,23036,,
7/30/2014,23143,,
6/5/2016,23034,,
12/2/2016,23303,,
3/12/2017,23027,,
4/25/2014,23901,,
7/25/2016,23118,,
7/22/2014,23711,,
10/2/2015,23592,,
7/1/2014,23928,,
3/25/2015,23050,,
1/13/2016,23002,,
6/16/2014,23384,,
7/7/2015,23075,,
8/25/2014,23790,,
11/20/2014,23276,,
2/24/2016,23869,,
9/17/2015,23777,,
11/14/2016,23443,,
1/17/2017,23407,,
1/7/2015,23852,,
